,description,species,text_length,cleaned_text,chunked,POS Tag
440," Wildwood near Canterbury is a great day out for all ages where you can see amazing British wildlife from past and present. Set in 40 acres of ancient woodland, Wildwood holds a stunning collection of over 200 British animals in natural enclosures.",Little Egret,248,wildwood near canterbury great day age see amazing british wildlife past present set acre ancient woodland wildwood hold stunning collection british animal natural enclosure,wildwood near canterbury great day age see amazing british wildlife past present set acre ancient woodland wildwood hold stunning collection british animal natural enclosure,"[[('wildwood', 'NN'), ('near', 'IN'), ('canterbury', 'NN'), ('great', 'JJ'), ('day', 'NN'), ('age', 'NN'), ('see', 'VBP'), ('amazing', 'VBG'), ('british', 'JJ'), ('wildlife', 'NN'), ('past', 'IN'), ('present', 'JJ'), ('set', 'NN'), ('acre', 'NN'), ('ancient', 'JJ'), ('woodland', 'NN'), ('wildwood', 'NN'), ('hold', 'VB'), ('stunning', 'JJ'), ('collection', 'NN'), ('british', 'JJ'), ('animal', 'JJ'), ('natural', 'JJ'), ('enclosure', 'NN')]]"
441,"Javan Myna ; Range: Breeding range in Java, but introduced in many Asian countries. ; Taxonomy: Monotypic. ; Size: 24-25 cm ; Identification: Dark grey overall withï¿½...",Javan Myna,170,javan myna range breeding range java introduced many asian country taxonomy monotypic size cm identification dark grey overall,javan_myna range breeding range java introduced many asian country taxonomy monotypic size cm identification dark grey overall,"[[('javan_myna', 'NN'), ('range', 'NN'), ('breeding', 'NN'), ('range', 'NN'), ('java', 'NN'), ('introduced', 'VBD'), ('many', 'JJ'), ('asian', 'JJ'), ('country', 'NN'), ('taxonomy', 'VBD'), ('monotypic', 'JJ'), ('size', 'NN'), ('cm', 'NN'), ('identification', 'NN'), ('dark', 'NN'), ('grey', 'NN'), ('overall', 'JJ')]]"
442,"27 Feb 2016 ï¿½ Javan myna rests on a tree at Rupat island which is part of Bengkalis Regency. Get premium, high resolution news photos at Getty Images.",Javan Myna,152,feb javan myna rest tree rupat island part bengkalis regency get premium high resolution news photo getty image,feb javan_myna rest tree rupat island part bengkalis regency get premium high resolution news photo getty image,"[[('feb', 'NN'), ('javan_myna', 'NN'), ('rest', 'NN'), ('tree', 'NN'), ('rupat', 'NN'), ('island', 'VBP'), ('part', 'NN'), ('bengkalis', 'NN'), ('regency', 'NN'), ('get', 'VB'), ('premium', 'JJ'), ('high', 'JJ'), ('resolution', 'NN'), ('news', 'NN'), ('photo', 'NN'), ('getty', 'JJ'), ('image', 'NN')]]"
444,"Locality: Near Cinnamon College, National University of Singapore (1.306337, 103.773321) Date & Time: 03 April 2023 0728hrs General Environment: Managed green space in front of Cinnamon College-Tembusu College Dining Hall. ",Black-naped Oriole,223,locality near cinnamon college national university singapore date time april hr general environment managed green space front cinnamon college tembusu college dining hall,locality near cinnamon college national university singapore date time april hr general environment managed green space front cinnamon college tembusu college dining hall,"[[('locality', 'NN'), ('near', 'IN'), ('cinnamon', 'JJ'), ('college', 'NN'), ('national', 'JJ'), ('university', 'NN'), ('singapore', 'NN'), ('date', 'NN'), ('time', 'NN'), ('april', 'JJ'), ('hr', 'NN'), ('general', 'JJ'), ('environment', 'NN'), ('managed', 'VBD'), ('green', 'JJ'), ('space', 'NN'), ('front', 'NN'), ('cinnamon', 'NN'), ('college', 'NN'), ('tembusu', 'NN'), ('college', 'NN'), ('dining', 'VBG'), ('hall', 'NN')]]"
445,"A Black-naped Oriole (Oriolus chinensis) calling on top of a tall tree.Habitat - Early second growth, open scrub and gardens. Size - 10 to 11 inches total le... ",Black-naped Oriole,161,black naped oriole oriolus chinensis calling top tall tree habitat early second growth open scrub garden size inch total le,black naped oriole oriolus chinensis calling top tall tree habitat early second growth open scrub garden size inch total le,"[[('black', 'JJ'), ('naped', 'VBD'), ('oriole', 'JJ'), ('oriolus', 'JJ'), ('chinensis', 'NN'), ('calling', 'VBG'), ('top', 'JJ'), ('tall', 'NN'), ('tree', 'NN'), ('habitat', 'VBD'), ('early', 'JJ'), ('second', 'JJ'), ('growth', 'NN'), ('open', 'JJ'), ('scrub', 'NN'), ('garden', 'NN'), ('size', 'NN'), ('inch', 'NN'), ('total', 'JJ'), ('le', 'NN')]]"
446,"Browse Getty Images' premium collection of high-quality, authentic Javan Myna stock photos, royalty-free images, and pictures. Javan Myna stock photos areï¿½...",Javan Myna,160,browse getty image premium collection high quality authentic javan myna stock photo royalty free image picture javan myna stock photo,browse getty image premium collection high quality authentic javan_myna stock photo royalty free image picture javan_myna stock photo,"[[('browse', 'NN'), ('getty', 'JJ'), ('image', 'NN'), ('premium', 'NN'), ('collection', 'NN'), ('high', 'JJ'), ('quality', 'NN'), ('authentic', 'JJ'), ('javan_myna', 'NN'), ('stock', 'NN'), ('photo', 'NN'), ('royalty', 'NN'), ('free', 'JJ'), ('image', 'NN'), ('picture', 'NN'), ('javan_myna', 'NN'), ('stock', 'NN'), ('photo', 'NN')]]"
447,"21 Jan 2010 ï¿½ Frugivore: Yellow-vented Bulbul (Pycnonotus goiavier) ï¿½ Total observed: 1 ï¿½ Fruits eaten: 1 (whole) ï¿½ Comment: Fruit swallowed entirely, weatherï¿½...",Javan Myna,172,jan frugivore yellow vented bulbul pycnonotus goiavier total observed fruit eaten whole comment fruit swallowed entirely weather,jan frugivore yellow vented bulbul pycnonotus goiavier total observed fruit eaten whole comment fruit swallowed entirely weather,"[[('jan', 'NN'), ('frugivore', 'RB'), ('yellow', 'JJ'), ('vented', 'VBD'), ('bulbul', 'JJ'), ('pycnonotus', 'NN'), ('goiavier', 'NN'), ('total', 'JJ'), ('observed', 'VBD'), ('fruit', 'NN'), ('eaten', 'JJ'), ('whole', 'JJ'), ('comment', 'NN'), ('fruit', 'NN'), ('swallowed', 'VBD'), ('entirely', 'RB'), ('weather', 'NN')]]"
448,"April 28, 2021 - Little egret (Egretta garzetta) identification guide. Identifying features, nesting and feeding habits, call, and where to see them in the UK.",Little Egret,159,april little egret egretta garzetta identification guide identifying feature nesting feeding habit call see uk,april little_egret egretta garzetta identification guide identifying feature nesting feeding habit call see uk,"[[('april', 'NN'), ('little_egret', 'VBZ'), ('egretta', 'CC'), ('garzetta', 'JJ'), ('identification', 'NN'), ('guide', 'NN'), ('identifying', 'VBG'), ('feature', 'NN'), ('nesting', 'VBG'), ('feeding', 'VBG'), ('habit', 'NN'), ('call', 'NN'), ('see', 'VBP'), ('uk', 'JJ')]]"
450,"Bill and Leg Color: Great, Javan, and Jungle Mynas all have matching yellowish-range bills and legsâ€”although Jungle differs in that its bill is stronglyï¿½...",Javan Myna,160,bill leg color great javan jungle myna matching yellowish range bill leg although jungle differs bill strongly,bill leg color great javan jungle myna matching yellowish range bill leg although jungle differs bill strongly,"[[('bill', 'NN'), ('leg', 'VBZ'), ('color', 'NN'), ('great', 'JJ'), ('javan', 'NN'), ('jungle', 'NN'), ('myna', 'NN'), ('matching', 'VBG'), ('yellowish', 'JJ'), ('range', 'NN'), ('bill', 'NN'), ('leg', 'VBZ'), ('although', 'IN'), ('jungle', 'NN'), ('differs', 'NNS'), ('bill', 'NN'), ('strongly', 'RB')]]"
452,Genus: Acridotheres. The Common Myna or Indian Myna. (Acridotheres tristis) ... competition with the related introduced Javan myna. Relationship with humans.,Javan Myna,157,genus acridotheres common myna indian myna acridotheres tristis competition related introduced javan myna relationship human,genus acridotheres common myna indian myna acridotheres tristis competition related introduced javan_myna relationship human,"[[('genus', 'NN'), ('acridotheres', 'NNS'), ('common', 'JJ'), ('myna', 'NN'), ('indian', 'JJ'), ('myna', 'NN'), ('acridotheres', 'NNS'), ('tristis', 'VBP'), ('competition', 'NN'), ('related', 'VBN'), ('introduced', 'VBD'), ('javan_myna', 'NN'), ('relationship', 'NN'), ('human', 'JJ')]]"
454," HABITAT : Little Egret frequent a wide variety of open wetlands with fresh, brackish or salt shallow water. It is visible on river and lakeâ€™s shores, in marshes, rice fields, flooded areas, sandy beaches, mudflats and mangroves, according to the range. It also follows cattle in drier areas.",Little Egret,294,habitat little egret frequent wide variety open wetland fresh brackish salt shallow water visible river lake shore marsh rice field flooded area sandy beach mudflats mangrove according range also follows cattle drier area,habitat little_egret frequent wide variety open wetland fresh brackish salt shallow water visible river lake shore marsh rice field flooded area sandy beach mudflats mangrove according range also follows cattle drier area,"[[('habitat', 'NN'), ('little_egret', 'JJ'), ('frequent', 'JJ'), ('wide', 'JJ'), ('variety', 'NN'), ('open', 'JJ'), ('wetland', 'NN'), ('fresh', 'JJ'), ('brackish', 'JJ'), ('salt', 'NN'), ('shallow', 'JJ'), ('water', 'NN'), ('visible', 'JJ'), ('river', 'NN'), ('lake', 'NN'), ('shore', 'NN'), ('marsh', 'JJ'), ('rice', 'NN'), ('field', 'NN'), ('flooded', 'VBD'), ('area', 'NN'), ('sandy', 'NN'), ('beach', 'NN'), ('mudflats', 'NNS'), ('mangrove', 'VBP'), ('according', 'VBG'), ('range', 'NN'), ('also', 'RB'), ('follows', 'VBZ'), ('cattle', 'NNS'), ('drier', 'JJ'), ('area', 'NN')]]"
455,"Length. 24-25. cm inch. Wingspan. 44-47. cm inch. The Eurasian golden oriole ( Oriolus oriolus) is the only member of the Old World oriole family of passerine birds breeding in Northern Hemisphere temperate regions. The name ""oriole"" was first used in the 18th century and is an adaptation of the scientific Latin genus name, which is derived ... ",Black-naped Oriole,347,length cm inch wingspan cm inch eurasian golden oriole oriolus oriolus member old world oriole family passerine bird breeding northern hemisphere temperate region name oriole first used th century adaptation scientific latin genus name derived,length cm inch wingspan cm inch eurasian golden oriole oriolus oriolus member old world oriole family passerine bird breeding northern hemisphere temperate region name oriole first used th century adaptation scientific latin genus name derived,"[[('length', 'NN'), ('cm', 'NN'), ('inch', 'NN'), ('wingspan', 'VBP'), ('cm', 'NN'), ('inch', 'NN'), ('eurasian', 'JJ'), ('golden', 'JJ'), ('oriole', 'NN'), ('oriolus', 'JJ'), ('oriolus', 'JJ'), ('member', 'NN'), ('old', 'JJ'), ('world', 'NN'), ('oriole', 'VBD'), ('family', 'NN'), ('passerine', 'NN'), ('bird', 'NN'), ('breeding', 'VBG'), ('northern', 'JJ'), ('hemisphere', 'JJ'), ('temperate', 'JJ'), ('region', 'NN'), ('name', 'NN'), ('oriole', 'IN'), ('first', 'JJ'), ('used', 'VBN'), ('th', 'JJ'), ('century', 'NN'), ('adaptation', 'NN'), ('scientific', 'JJ'), ('latin', 'JJ'), ('genus', 'NN'), ('name', 'NN'), ('derived', 'VBD')]]"
456,"The Slender-billed Oriole was considered to be conspecific but is now widely accepted as full species, including the subspecies invisus from southern Vietnam, formerly placed in Black-naped Oriole. Many Black-naped Oriole subspecies probably deserve full species status since there are 9 deeply (genetically) divergent lineages (indicated against ... ",Black-naped Oriole,351,slender billed oriole considered conspecific widely accepted full specie including subspecies invisus southern vietnam formerly placed black naped oriole many black naped oriole subspecies probably deserve full specie status since deeply genetically divergent lineage indicated,slender billed oriole considered conspecific widely accepted full specie including subspecies invisus southern vietnam formerly placed black naped oriole many black naped oriole subspecies probably deserve full specie status since deeply genetically divergent lineage indicated,"[[('slender', 'NN'), ('billed', 'VBD'), ('oriole', 'JJ'), ('considered', 'VBN'), ('conspecific', 'NN'), ('widely', 'RB'), ('accepted', 'VBD'), ('full', 'JJ'), ('specie', 'NN'), ('including', 'VBG'), ('subspecies', 'NNS'), ('invisus', 'NN'), ('southern', 'JJ'), ('vietnam', 'FW'), ('formerly', 'RB'), ('placed', 'VBN'), ('black', 'JJ'), ('naped', 'JJ'), ('oriole', 'NN'), ('many', 'JJ'), ('black', 'JJ'), ('naped', 'JJ'), ('oriole', 'NN'), ('subspecies', 'NNS'), ('probably', 'RB'), ('deserve', 'VBP'), ('full', 'JJ'), ('specie', 'NN'), ('status', 'NN'), ('since', 'IN'), ('deeply', 'RB'), ('genetically', 'RB'), ('divergent', 'JJ'), ('lineage', 'NN'), ('indicated', 'VBD')]]"
457,Note: Xeno-canto follows the IOC taxonomy. External sites may use a different taxonomy. Seasonal occurrence. Resident; Breeding; Non-breedingï¿½...,Javan Myna,147,note xeno canto follows ioc taxonomy external site may use different taxonomy seasonal occurrence resident breeding non breeding,note xeno canto follows ioc taxonomy external site may use different taxonomy seasonal occurrence resident breeding non breeding,"[[('note', 'NN'), ('xeno', 'NNP'), ('canto', 'NN'), ('follows', 'VBZ'), ('ioc', 'JJ'), ('taxonomy', 'JJ'), ('external', 'JJ'), ('site', 'NN'), ('may', 'MD'), ('use', 'VB'), ('different', 'JJ'), ('taxonomy', 'JJ'), ('seasonal', 'JJ'), ('occurrence', 'NN'), ('resident', 'NN'), ('breeding', 'NN'), ('non', 'NN'), ('breeding', 'NN')]]"
458,"Escapee: Exotic species known or suspected to be escaped or released, including those that have bred but don't yet fulfill the criteria for Provisional. Escapee exotics do not count in official eBird totals. Learn about Black-naped Oriole (Sunda): explore photos, sounds, and observations collected by birders around the world. ",Black-naped Oriole,328,escapee exotic specie known suspected escaped released including bred yet fulfill criterion provisional escapee exotics count official ebird total learn black naped oriole sunda explore photo sound observation collected birder around world,escapee exotic specie known suspected escaped released including bred yet fulfill criterion provisional escapee exotics count official ebird total learn black naped oriole sunda explore photo sound observation collected birder around world,"[[('escapee', 'RB'), ('exotic', 'JJ'), ('specie', 'NN'), ('known', 'VBN'), ('suspected', 'VBD'), ('escaped', 'NNS'), ('released', 'VBN'), ('including', 'VBG'), ('bred', 'VBN'), ('yet', 'RB'), ('fulfill', 'JJ'), ('criterion', 'NN'), ('provisional', 'JJ'), ('escapee', 'NN'), ('exotics', 'NNS'), ('count', 'VBP'), ('official', 'JJ'), ('ebird', 'JJ'), ('total', 'NN'), ('learn', 'JJ'), ('black', 'JJ'), ('naped', 'JJ'), ('oriole', 'NN'), ('sunda', 'NN'), ('explore', 'RB'), ('photo', 'JJ'), ('sound', 'NN'), ('observation', 'NN'), ('collected', 'VBD'), ('birder', 'JJR'), ('around', 'IN'), ('world', 'NN')]]"
459, biodiversity explorer Â· the web of life in southern Africa,Little Egret,60,biodiversity explorer web life southern africa,biodiversity explorer web life southern africa,"[[('biodiversity', 'NN'), ('explorer', 'NN'), ('web', 'JJ'), ('life', 'NN'), ('southern', 'JJ'), ('africa', 'NN')]]"
465,"The Javan kingfisher ( Halcyon cyanoventris ), sometimes called the blue-bellied kingfisher or Java kingfisher, is a medium-sized kingfisher (subfamily Halcyoninae) endemic to the Indonesian islands of Java and Bali. The brightly-colored Javan kingfisher has the large head and bill typical of kingfishers, although the species is less suited for ... ",Collared Kingfisher,351,javan kingfisher halcyon cyanoventris sometimes called blue bellied kingfisher java kingfisher medium sized kingfisher subfamily halcyoninae endemic indonesian island java bali brightly colored javan kingfisher large head bill typical kingfisher although specie less suited,javan kingfisher halcyon cyanoventris sometimes called blue bellied kingfisher java kingfisher medium sized kingfisher subfamily halcyoninae endemic indonesian island java bali brightly colored javan kingfisher large head bill typical kingfisher although specie less suited,"[[('javan', 'NN'), ('kingfisher', 'CC'), ('halcyon', 'NN'), ('cyanoventris', 'NN'), ('sometimes', 'RB'), ('called', 'VBD'), ('blue', 'JJ'), ('bellied', 'VBD'), ('kingfisher', 'PRP$'), ('java', 'NN'), ('kingfisher', 'NN'), ('medium', 'NN'), ('sized', 'VBD'), ('kingfisher', 'JJR'), ('subfamily', 'RB'), ('halcyoninae', 'VB'), ('endemic', 'JJ'), ('indonesian', 'JJ'), ('island', 'NN'), ('java', 'NN'), ('bali', 'NN'), ('brightly', 'RB'), ('colored', 'VBD'), ('javan', 'NN'), ('kingfisher', 'RB'), ('large', 'JJ'), ('head', 'NN'), ('bill', 'NN'), ('typical', 'JJ'), ('kingfisher', 'CC'), ('although', 'IN'), ('specie', 'NN'), ('less', 'RBR'), ('suited', 'JJ')]]"
