,index,description,species,cleaned_text
422,497,"Jan 10, 2020 Â·  The Half-Collared Kingfisher Trail is located in Wilderness and offers some spectacular views along the way. Level: Easy. Total distance: Â±4 km. Most of the trail consists of a wooden walkway that runs through the forest. The trail is clearly marked and the best part is the waterfall right at the end of the hike. ",Collared Kingfisher,"['jan', '10', '2020', 'halfcollared', 'kingfisher', 'trail', 'located', 'wilderness', 'offers', 'spectacular', 'views', 'along', 'way', 'level', 'easy', 'total', 'distance', '4', 'km', 'trail', 'consists', 'wooden', 'walkway', 'runs', 'forest', 'trail', 'clearly', 'marked', 'best', 'part', 'waterfall', 'right', 'end', 'hike']"
423,498,Download: Black Naped Oriole Sound: Black Naped Oriole Call APK (App) - Black Naped Oriole Sounds APK - âœ” Latest Version: 1.1.0 - Updated: 2023 - com.blacknapedoriolebirdcall.blacknapedoriolefood - Gloom Soft Apps - Free - Mobile App for Android,Black-naped Oriole,"['download', 'black', 'naped', 'oriole', 'sound', 'black', 'naped', 'oriole', 'call', 'apk', 'app', 'black', 'naped', 'oriole', 'sounds', 'apk', 'latest', 'version', '110', 'updated', '2023', 'comblacknapedoriolebirdcallblacknapedoriolefood', 'gloom', 'soft', 'apps', 'free', 'mobile', 'app', 'android']"
424,500,"Oriolus chinensis (Black Naped Oriole) is a species of birds in the family orioles. They are found in the indo-malayan realm, australasia, and the palearctic. They are diurnal. They have parental care ( pair provides care ). They rely on flight to move around. Known occurrences, collected specimens and observations of Black-naped Oriole. ",Black-naped Oriole,"['oriolus', 'chinensis', 'black', 'naped', 'oriole', 'species', 'birds', 'family', 'orioles', 'found', 'indomalayan', 'realm', 'australasia', 'palearctic', 'diurnal', 'parental', 'care', 'pair', 'provides', 'care', 'rely', 'flight', 'move', 'around', 'known', 'occurrences', 'collected', 'specimens', 'observations', 'blacknaped', 'oriole']"
425,501,"The Philippine oriole ( Oriolus steerii) or grey-throated oriole is a species of bird in the family Oriolidae . It is endemic to the Philippines. Its natural habitat is subtropical or tropical moist lowland forests. The species is fairly common throughout its range, but the Cebu race ( O. s. assimilis) was last sighted in 1906 and is now ... ",Black-naped Oriole,"['philippine', 'oriole', 'oriolus', 'steerii', 'greythroated', 'oriole', 'species', 'bird', 'family', 'oriolidae', 'endemic', 'philippines', 'natural', 'habitat', 'subtropical', 'tropical', 'moist', 'lowland', 'forests', 'species', 'fairly', 'common', 'throughout', 'range', 'cebu', 'race', 'assimilis', 'last', 'sighted', '1906']"
426,502,"Description. 7-7 3/4"" (18-20 cm). Adult male has orange hood, black throat and back, white shoulder. In winter, back looks barred with buff. Female known by overall yellow-green look and thin, slightly curved bill. Size. About the size of a Robin. Color. Black, Green, Orange, White, Yellow. ",Black-naped Oriole,"['description', '77', '34', '1820', 'cm', 'adult', 'male', 'orange', 'hood', 'black', 'throat', 'back', 'white', 'shoulder', 'winter', 'back', 'looks', 'barred', 'buff', 'female', 'known', 'overall', 'yellowgreen', 'look', 'thin', 'slightly', 'curved', 'bill', 'size', 'size', 'robin', 'color', 'black', 'green', 'orange', 'white', 'yellow']"
427,503,"Black-hooded oriole (Oriolus xanthornus) is a resident of southern Asia. It inhabits the open woodland. They are also spotted in dry dipterocarp forests and evergreen forests. These birds feed on a variety of fruits, figs being their favorite, and also prey on small insects. Sexual dimorphism is seen in these birds. ",Black-naped Oriole,"['blackhooded', 'oriole', 'oriolus', 'xanthornus', 'resident', 'southern', 'asia', 'inhabits', 'open', 'woodland', 'also', 'spotted', 'dry', 'dipterocarp', 'forests', 'evergreen', 'forests', 'birds', 'feed', 'variety', 'fruits', 'figs', 'favorite', 'also', 'prey', 'small', 'insects', 'sexual', 'dimorphism', 'seen', 'birds']"
428,504,"The rich, whistling song of the Baltimore Oriole, echoing from treetops near homes and parks, is a sweet herald of spring in eastern North America. Look way up to find these singers: the maleâ€™s brilliant orange plumage blazes from high branches like a torch. Nearby, you might spot the female weaving her remarkable hanging nest from slender fibers. Fond of fruit and nectar as well as insects ... ",Black-naped Oriole,"['rich', 'whistling', 'song', 'baltimore', 'oriole', 'echoing', 'treetops', 'near', 'homes', 'parks', 'sweet', 'herald', 'spring', 'eastern', 'north', 'america', 'look', 'way', 'find', 'singers', 'males', 'brilliant', 'orange', 'plumage', 'blazes', 'high', 'branches', 'like', 'torch', 'nearby', 'might', 'spot', 'female', 'weaving', 'remarkable', 'hanging', 'nest', 'slender', 'fibers', 'fond', 'fruit', 'nectar', 'well', 'insects']"
429,505,"19 Dec 2022 ï¿½ The Javan myna (Acridotheres javanicus), also known as the whitevented myna, is a species of myna. It is a member of the starling family.",Javan Myna,"['19', 'dec', '2022', 'javan', 'myna', 'acridotheres', 'javanicus', 'also', 'known', 'whitevented', 'myna', 'species', 'myna', 'member', 'starling', 'family']"
430,506,"A kung-fu kick to the neck, a choking attempt, and a direct blow on the face â€“ even with an eye-gouging strike!",Javan Myna,"['kungfu', 'kick', 'neck', 'choking', 'attempt', 'direct', 'blow', 'face', 'even', 'eyegouging', 'strike']"
431,507,"There are 91 species of kingfishers found all around the world, except for the polar regions. Most species of kingfisher are found in Old World in Australia, Asia and Africa. Six species are found in the New World. They live in tropical forested areas near water. Kingfishers are omnivores, but insect make up a large part of their diet. All but one species of kingfisher are diurnal. The one nocturnal species is the hook-billed kingfisher.  - Wildlife Journal Junior",Collared Kingfisher,"['91', 'species', 'kingfishers', 'found', 'around', 'world', 'except', 'polar', 'regions', 'species', 'kingfisher', 'found', 'old', 'world', 'australia', 'asia', 'africa', 'six', 'species', 'found', 'new', 'world', 'live', 'tropical', 'forested', 'areas', 'near', 'water', 'kingfishers', 'omnivores', 'insect', 'make', 'large', 'part', 'diet', 'one', 'species', 'kingfisher', 'diurnal', 'one', 'nocturnal', 'species', 'hookbilled', 'kingfisher', 'wildlife', 'journal', 'junior']"
432,508,"Jul 13, 2023 Â·  Rufous-collared Kingfisher. The Rufous-collared Kingfisher is found in Brunei, Indonesia, Malaysia, Myanmar, Singapore and Thailand. Its natural habitats are subtropical or tropical wetlands in lowland forests and montanes (mountainous regions) with heavy rainfall. ",Collared Kingfisher,"['jul', '13', '2023', 'rufouscollared', 'kingfisher', 'rufouscollared', 'kingfisher', 'found', 'brunei', 'indonesia', 'malaysia', 'myanmar', 'singapore', 'thailand', 'natural', 'habitats', 'subtropical', 'tropical', 'wetlands', 'lowland', 'forests', 'montanes', 'mountainous', 'regions', 'heavy', 'rainfall']"
433,509,"The Javan myna (Acridotheres javanicus), - also known as the white-vented myna and the buffalo myna -, is a member of the Starling family.
	
	TAXONOMY
	The Javan myna is sometimes included in the great myna (Acridotheres grandis) or the jungle myna (A. fuscus). The International Ornithologists' Union recommends not using the name ""white-vented myna"" to avoid confusion. It is conspecific (of, or belonging to, the same species), and thought to be in competition with the Common Myna (A. tristis) in some of its range (e.g. India, Malaysia and Singapore).
	
	DESCRIPTION
	The Javan myna is predominantly black. The wings are brownish-black with a white wing patch, and the primaries have white bases. The undertail-coverts are white. It can raise the feathers on its forehead into a dramatic crest. The beak and legs are yellow. The eyes are lemon-yellow with a thick yellow eye ring. It sometimes has grey/ white flecking on its belly. The immature is browner. Its length is 21â€“23 cm (8.3â€“9.1 in). Its weight is about 100 g (3.5 oz).
	
	DISTRIBUTION AND HABITAT
	The Javan myna is native to Java and Bali and has been introduced to southeast Thailand, southern Malaysia, Singapore, Sumatra, the Lesser Sundas, Taiwan, Puerto Rico, and Japan. The Javan Myna is abundant in a variety of habitats. It is found in cities and cultivated areas. Javan mynas are as accomplished in cities as they are in padi fields, where they will prey on insects disturbed by water buffalo, often riding the buffalo like the related oxpecker. Especially in urban areas, they are considered a pest. They deposit droppings over buildings and even on unsuspecting human beings. Their roost also contaminates the ground below by the droppings. Apart from that, they are a source of noise pollution and are capable of spreading zoonoses. Singapore bans sale of this birds, only when it came from plantations.
	
	BEHAVIOUR
	The Javan myna is omnivorous and eats seeds, fruit, nectar, insects and human waste. It is often found in large groups and roosts in colonies. It builds its nest in holes. The eggs are bluish-glaucous. Javan mynas are bold and not very afraid of humans.
	
	CALL / VOCALIZATION
	The Javan Myna has an extremely liquid voice and, like the European starling, incorporates imitation into its repertoire (though it is not able to imitate the human voice, like the hill myna (Gracula religiosa)).
	Source: Wikipedia, beautyofbirds.com",Javan Myna,"['javan', 'myna', 'acridotheres', 'javanicus', 'also', 'known', 'whitevented', 'myna', 'buffalo', 'myna', 'member', 'starling', 'family', 'taxonomy', 'javan', 'myna', 'sometimes', 'included', 'great', 'myna', 'acridotheres', 'grandis', 'jungle', 'myna', 'fuscus', 'international', 'ornithologists', 'union', 'recommends', 'using', 'name', 'whitevented', 'myna', 'avoid', 'confusion', 'conspecific', 'belonging', 'species', 'thought', 'competition', 'common', 'myna', 'tristis', 'range', 'eg', 'india', 'malaysia', 'singapore', 'description', 'javan', 'myna', 'predominantly', 'black', 'wings', 'brownishblack', 'white', 'wing', 'patch', 'primaries', 'white', 'bases', 'undertailcoverts', 'white', 'raise', 'feathers', 'forehead', 'dramatic', 'crest', 'beak', 'legs', 'yellow', 'eyes', 'lemonyellow', 'thick', 'yellow', 'eye', 'ring', 'sometimes', 'grey', 'white', 'flecking', 'belly', 'immature', 'browner', 'length', '2123', 'cm', '8391', 'weight', '100', 'g', '35', 'oz', 'distribution', 'habitat', 'javan', 'myna', 'native', 'java', 'bali', 'introduced', 'southeast', 'thailand', 'southern', 'malaysia', 'singapore', 'sumatra', 'lesser', 'sundas', 'taiwan', 'puerto', 'rico', 'japan', 'javan', 'myna', 'abundant', 'variety', 'habitats', 'found', 'cities', 'cultivated', 'areas', 'javan', 'mynas', 'accomplished', 'cities', 'padi', 'fields', 'prey', 'insects', 'disturbed', 'water', 'buffalo', 'often', 'riding', 'buffalo', 'like', 'related', 'oxpecker', 'especially', 'urban', 'areas', 'considered', 'pest', 'deposit', 'droppings', 'buildings', 'even', 'unsuspecting', 'human', 'beings', 'roost', 'also', 'contaminates', 'ground', 'droppings', 'apart', 'source', 'noise', 'pollution', 'capable', 'spreading', 'zoonoses', 'singapore', 'bans', 'sale', 'birds', 'came', 'plantations', 'behaviour', 'javan', 'myna', 'omnivorous', 'eats', 'seeds', 'fruit', 'nectar', 'insects', 'human', 'waste', 'often', 'found', 'large', 'groups', 'roosts', 'colonies', 'builds', 'nest', 'holes', 'eggs', 'bluishglaucous', 'javan', 'mynas', 'bold', 'afraid', 'humans', 'call', 'vocalization', 'javan', 'myna', 'extremely', 'liquid', 'voice', 'like', 'european', 'starling', 'incorporates', 'imitation', 'repertoire', 'though', 'able', 'imitate', 'human', 'voice', 'like', 'hill', 'myna', 'gracula', 'religiosa', 'source', 'wikipedia', 'beautyofbirdscom']"
434,510,"A mid-sized kingfisher with a variable plumage pattern; nearly 50 subspecies described worldwide. All of them have a greenish-blue crown, a white spot above the lores, a black mask extending down as a narrow band across the hindneck, and a white collar. Upperparts are greenish-blue, rump brighter blue, with blue wings and tail and white underparts. Female and juvenile slightly duller. Subspecies mainly differ in plumage, with upperparts varying from blue to green to olive-toned, white loral spot sometimes extending as a supercilium, and underparts sometimes buffier. Gives carious vocalizations, but most common call is a â€œkek-kek-kek-kek.â€ Frequents mangroves and tidal creeks, though sometimes inhabits other coastal habitats, including coconut plantations in islands.",Collared Kingfisher,"['midsized', 'kingfisher', 'variable', 'plumage', 'pattern', 'nearly', '50', 'subspecies', 'described', 'worldwide', 'greenishblue', 'crown', 'white', 'spot', 'lores', 'black', 'mask', 'extending', 'narrow', 'band', 'across', 'hindneck', 'white', 'collar', 'upperparts', 'greenishblue', 'rump', 'brighter', 'blue', 'blue', 'wings', 'tail', 'white', 'underparts', 'female', 'juvenile', 'slightly', 'duller', 'subspecies', 'mainly', 'differ', 'plumage', 'upperparts', 'varying', 'blue', 'green', 'olivetoned', 'white', 'loral', 'spot', 'sometimes', 'extending', 'supercilium', 'underparts', 'sometimes', 'buffier', 'gives', 'carious', 'vocalizations', 'common', 'call', 'kekkekkekkek', 'frequents', 'mangroves', 'tidal', 'creeks', 'though', 'sometimes', 'inhabits', 'coastal', 'habitats', 'including', 'coconut', 'plantations', 'islands']"
435,514,"The Sacred Kingfisher is a medium sized kingfisher. It has a turquoise back, turquoise blue rump and tail, buff-white underparts and a broad cream collar. There is a broad black eye stripe extending from bill to nape of neck. Both sexes are similar, although the female is generally lighter with dull. ",Collared Kingfisher,"['sacred', 'kingfisher', 'medium', 'sized', 'kingfisher', 'turquoise', 'back', 'turquoise', 'blue', 'rump', 'tail', 'buffwhite', 'underparts', 'broad', 'cream', 'collar', 'broad', 'black', 'eye', 'stripe', 'extending', 'bill', 'nape', 'neck', 'sexes', 'similar', 'although', 'female', 'generally', 'lighter', 'dull']"
436,515,"1 Nov 2022 ï¿½ A total of four mynas had the fight to pick with another mynah, and it was gruesomely captured on camera. According to the photographer, theï¿½...",Javan Myna,"['1', 'nov', '2022', 'total', 'four', 'mynas', 'fight', 'pick', 'another', 'mynah', 'gruesomely', 'captured', 'camera', 'according', 'photographer']"
437,516,"May 20, 2015 - If youâ€™ve been following us on Social Media over the past week or so, you may have seen us getting quite excited about a white bird which has been wandering â€¦",Little Egret,"['may', '20', '2015', 'youve', 'following', 'us', 'social', 'media', 'past', 'week', 'may', 'seen', 'us', 'getting', 'quite', 'excited', 'white', 'bird', 'wandering']"
